fold,model,roc_auc,pr_auc,brier
OOF,Logistic,0.8710277358232649,0.5073592275788602,0.05121608449233166
OOF,XGBoost,0.9743648500683603,0.7880636648161371,0.029895098916054286
OOF,TabNet,0.6863062807874141,0.11916827612679054,0.23719423951361943
